US650,35882123,"create Solr framework",COMPLETED,9,Sprint 1
US756,35903443,"UX design for contract closeout record",COMPLETED,0,Sprint 1
US913,35943743,"Chores - architect",COMPLETED,0,Sprint 1
US920,35960641,"[Unfinished] UX design for viewing and entering workflow status",NONE,0,Sprint 1
US921,35960724,"[Unfinished] create new contract closeout record",COMPLETED,9,Sprint 1
US922,35961003,"[Unfinished] create user roles and permissions",COMPLETED,0,Sprint 1
US923,35961148,"[Unfinished] Select Property Zero Certifiers people",COMPLETED,9,Sprint 1
US36,35724152,"[Continued] create new contract closeout record",IN_PROGRESS,9,Sprint 2
US37,35724213,"[Continued] Select Property Zero Certifiers people",DEFINED,9,Sprint 2
US40,35724372,"enter workflow status",NONE,9,Sprint 2
US51,35734033,"view property list by property type per contract",DEFINED,9,Sprint 2
US236,35808211,"sprint 1 feedback changes [should total < 10 hours]",IN_PROGRESS,0,Sprint 2
US257,35809939,"upload attachments",DEFINED,9,Sprint 2
US269,35811609,"sprint 2 defect fixes",DEFINED,0,Sprint 2
US762,35904107,"[Continued] UX design for viewing and entering workflow status",IN_PROGRESS,0,Sprint 2
US763,35910874,"[Continued] create user roles and permissions",DEFINED,0,Sprint 2
US39,35724319,"receive new action notice",NONE,9,Sprint 3
US41,35724433,"enter direction",NONE,9,Sprint 3
US237,35808324,"sprint 2 feedback changes",NONE,0,Sprint 3
US270,35811676,"sprint 3 defect fixes",NONE,0,Sprint 3
US296,35815121,"export Solr results to Excel",NONE,9,Sprint 3
US46,35733686,"inactivitiy escalation",NONE,9,Sprint 4
US50,35733945,"direction notification",NONE,9,Sprint 4
US238,35808383,"sprint 3 feedback changes",NONE,0,Sprint 4
US271,35811743,"sprint 4 defect fixes",NONE,0,Sprint 4
US239,35808442,"sprint 4 feedback changes",NONE,0,Sprint 5
US272,35811810,"sprint 5 defect fixes",NONE,0,Sprint 5
US240,35808492,"sprint 5 feedback changes",NONE,0,Sprint 6
US273,35811877,"sprint 6 defect fixes",NONE,0,Sprint 6
US241,35808542,"sprint 6 feedback changes",NONE,0,Sprint 7
US274,35811945,"sprint 7 defect fixes",NONE,0,Sprint 7
